,id,Zone_Name,Region_Name,District_Name,Ward_Name,Establishment_Name,Postal_Address,Street,Year_Started,ISICLev4,ISICLev4_Description,CPC_Code,CPC_Description,Tel_No,Mobile_No,Ownership_Description,Size_Class_Description,Employment,Subsector,Manufacturing_Classification
1527,1528,Central zone,Dodoma,Kondoa ,Kondoa Mjini,RAMAGE COMPANY,21,MNARANI STENDI YA ZAMAN,2008.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,782598545,,Private,Micro,2,Manufacturing,Agro-Processing
1528,1529,Central zone,Dodoma,Dodoma Mjini,Viwandani,RAMSON KALEBI,,SABASABA,2008.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",717022994,,Private,Micro,2,Manufacturing,Wood and Woods Products
1529,1530,Central zone,Dodoma,Kongwa ,Sejeli,RANIER MAZENGO,,KATI A,2008.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),757349488,,Private,Micro,2,Manufacturing,Agro-Processing
1530,1531,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,RAPHAEL LUKAS MWANISAWA,63,IGOVU,2002.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),782209165,,Private,Micro,2,Manufacturing,Agro-Processing
1531,1532,Central zone,Dodoma,Chemba ,Songoro,RASHID ALLY,384,KINDO,2010.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1532,1533,Central zone,Dodoma,Dodoma Mjini,Majengo,RASHID RAJAB MOHAMED (MNYAMWEZI),,BAHI ROAD,2010.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1533,1534,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,RASHID SEIF,310,MJINI KATI,1990.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1534,1535,Central zone,Dodoma,Bahi ,Bahi,RASHIDI MUSSA CHOLI,,BAHI SOKONI,2013.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1535,1536,Central zone,Dodoma,Chemba ,Mrijo,RASULI RAMADHANI,830,GODAUNI,2005.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Small,5,Manufacturing,Metal and Metal Products
1536,1537,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,RAYA HUSSEIN ISSA,,CHANG'OMBE JUU,2013.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
1537,1538,Central zone,Dodoma,Mpwapwa ,Rudi,RAYMOND MICHAEL MWIKUGU,,IGUNGA'A',2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1538,1539,Central zone,Dodoma,Kondoa ,Kondoa Mjini,RAZAKI MWIGWA,,MNARANI,1990.0,2599,Manufacture of other fabricated metal products n.e.c.,88739,Other fabricated metal product manufacturing services n.e.c.,,,Private,Small,5,Manufacturing,Metal and Metal Products
1539,1540,Central zone,Dodoma,Mpwapwa ,Chipogoro,REGINA JOHN KILEWO,23,JAMHURI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",766088707,,Private,Micro,2,Manufacturing,Textile and Apparel
1540,1541,Central zone,Dodoma,Dodoma Mjini,Viwandani,REHANI SAID (UMASE),461,SIDO,1978.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",,,Private,Micro,2,Manufacturing,Wood and Woods Products
1541,1542,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,REHEMA ALLY HAMISI,,CHELEWA,2013.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
1542,1543,Central zone,Dodoma,Kongwa ,Kibaigwa,REHEMA HAMISI MARUSU MILLING MACHINE,1932,MAJENGO,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),718522159,,Private,Micro,2,Manufacturing,Agro-Processing
1543,1544,Central zone,Dodoma,Dodoma Mjini,Viwandani,REHEMA ISAYA NGHWASA,2765,SIDO,1994.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",754265219,,Private,Micro,2,Manufacturing,Textile and Apparel
1544,1545,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,REHEMA ISSA,,CHILEWA,2014.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
1545,1546,Central zone,Dodoma,Kondoa ,Kondoa Mjini,REHEMA JUMA MVULA,,MNARANI,2008.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",656359040,,Private,Micro,2,Manufacturing,Textile and Apparel
1546,1547,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,REHEMA MPANGA,26,KOTA,2011.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",682558955,,Private,Micro,2,Manufacturing,Textile and Apparel
1547,1548,Central zone,Dodoma,Kongwa ,Zoissa,RENALTA FILBERT KOMBO,57,ZOISSA,2008.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",758761967,,Private,Micro,2,Manufacturing,Textile and Apparel
1548,1549,Central zone,Dodoma,Chamwino ,Mvumi Mission,RESTUTA PASCAL FUNDI,88,KATI A,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",718847111,,Private,Micro,2,Manufacturing,Textile and Apparel
1549,1550,Central zone,Dodoma,Mpwapwa ,Berege,REUBEN YOHANA MLELWA,12,CHISALE 'A',2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1550,1551,Central zone,Dodoma,Chamwino ,Buigiri,RHODA ONDI MACHAKA,1126,UKOMBOZI,2006.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",684274064,,Private,Micro,2,Manufacturing,Textile and Apparel
1551,1552,Central zone,Dodoma,Mpwapwa ,Luhundwa,RICHARD ELENEY MAPONDA,,GHALANI 'B',2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1552,1553,Central zone,Dodoma,Mpwapwa ,Chunyu,RICHARD ELIAS MWALUKO,,PANDAMBILI,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),719294935,,Private,Micro,2,Manufacturing,Agro-Processing
1553,1554,Central zone,Dodoma,Dodoma Mjini,Madukani,RICHARD HAILES ZELUBABEL,,ONE WAY,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",757150409,,Private,Micro,2,Manufacturing,Textile and Apparel
1554,1555,Central zone,Dodoma,Dodoma Mjini,Uhuru,RICHARD JOHN,,MWANGAZA,2000.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",755247263,,Private,Micro,2,Manufacturing,Textile and Apparel
1555,1556,Central zone,Dodoma,Dodoma Mjini,Nzuguni,RICHARD KAVILWA,2708,NZUNGUNI,2013.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",758304304,,Private,Micro,2,Manufacturing,Wood and Woods Products
1556,1557,Central zone,Dodoma,Mpwapwa ,Ipera,RICHARD KIZENGE MAKANDA,,MWINYI,2007.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1557,1558,Central zone,Dodoma,Kongwa ,Mlali,RICHARD MASAWE OIL PRESSING MACHINE,113,VERTENERY,2008.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,754777164,,Private,Micro,2,Manufacturing,Agro-Processing
1558,1559,Central zone,Dodoma,Kongwa ,Kibaigwa,RICHARD SHAYO,,BWAWANI / KARUME,2011.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Small,5,Manufacturing,Metal and Metal Products
1559,1560,Central zone,Dodoma,Dodoma Mjini,Uhuru,RICHRICHIE TAILORING MART,,KONDOA RD,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
1560,1561,Central zone,Dodoma,Dodoma Mjini,Zuzu,RICKSON ABDUL POWER SUPER SEMBE,2126,AZIMIO,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1561,1562,Central zone,Dodoma,Dodoma Mjini,Kikombo,RIG INVESTMENT,,SOKOINE,2003.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Small,10,Manufacturing,Agro-Processing
1562,1563,Central zone,Dodoma,Dodoma Mjini,Chamwino,RIGHT SUN FLOWER COOKING OIL,,AREA A/KISABWE,2010.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,754483864,,Private,Small,5,Manufacturing,Agro-Processing
1563,1564,Central zone,Dodoma,Dodoma Mjini,Miyuji,RINGO CONSOLIDATED CO. LTD,1872,MATIAS,2013.0,1071,Manufacture of bakery products,23410,"Crispbread; rusks, toasted bread and similar toasted products",,,Private,Small,5,Manufacturing,Agro-Processing
1564,1565,Central zone,Dodoma,Dodoma Mjini,Chamwino,RIVER OIL MILLS,1656,MAIMBILI,2007.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,784384975,,Private,Micro,2,Manufacturing,Agro-Processing
1565,1566,Central zone,Dodoma,Dodoma Mjini,Uhuru,RIZIKI SHOES,2586,,1999.0,1520,Manufacture of footwear,29310,"Waterproof footwear, with outer soles and uppers of rubber or plastics, other than footwear incorporating a protective metal toe-cap",755996045,,Private,Micro,2,Manufacturing,Leather and Leather Products
1566,1567,Central zone,Dodoma,Chamwino ,Buigiri,ROBERT BENNY NGOSORA,543,MADUKANI,2009.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,756162510,,Private,Micro,2,Manufacturing,Agro-Processing
1567,1568,Central zone,Dodoma,Dodoma Mjini,Majengo,ROBERT JOHN,,MAJENGO,2013.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1568,1569,Central zone,Dodoma,Dodoma Mjini,Ipagala,ROBERT KINASA,,SULUNGAI,2013.0,2395,"Manufacture of articles of concrete, cement and plaster",37117,"Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",767508353,,Private,Micro,2,Manufacturing,Building and Construction Materials
1569,1570,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,ROBERT KUNDASAI LYIMO,2566,CHANG'OMBE JUU,1996.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",755454294,,Private,Micro,2,Manufacturing,Wood and Woods Products
1570,1571,Central zone,Dodoma,Chamwino ,Mvumi Mission,ROBERT LYAWEYE OIL MILL,23,KATI A,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,688724650,,Private,Micro,2,Manufacturing,Agro-Processing
1571,1572,Central zone,Dodoma,Mpwapwa ,Godegode,ROBERT MAHEWA MILLING MACHINE,12,CHANG'OMBE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1572,1573,Central zone,Dodoma,Mpwapwa ,Rudi,ROBINSON MAKANYAGA MILLS,,CHILENDU,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),788329276,,Private,Micro,2,Manufacturing,Agro-Processing
1573,1574,Central zone,Dodoma,Dodoma Mjini,Kiwanja cha Ndege,ROFLA INVESTIMENT CO. LTD,778,OYSTERBAY/WAJENZI,2010.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Small,5,Manufacturing,Agro-Processing
1574,1575,Central zone,Dodoma,Mpwapwa ,Chipogoro,ROMWALD VITALIS MLELWA,23,JAMHURI,2004.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",766335221,,Private,Micro,2,Manufacturing,Textile and Apparel
1575,1576,Central zone,Dodoma,Chamwino ,Manchali,RONI KICHINYELE,,MBUYUNI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),755515348,,Private,Micro,2,Manufacturing,Agro-Processing
1576,1577,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,ROSE MICHAELI,,CHELEWA,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",755440974,,Private,Micro,2,Manufacturing,Textile and Apparel
1577,1578,Central zone,Dodoma,Dodoma Mjini,Ipagala,ROSE MNYINDO,,SULUNGAI,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",756901110,,Private,Micro,2,Manufacturing,Textile and Apparel
1578,1579,Central zone,Dodoma,Dodoma Mjini,Majengo,ROSE MUSSA MGOGORO,2693,SOKONI MAJENGO,2008.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",753380707,,Private,Micro,2,Manufacturing,Textile and Apparel
1579,1580,Central zone,Dodoma,Dodoma Mjini,Kizota,ROSEMARY ZAKARIA NGORORO,1489,NKUHUNGU ITEGA,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",758479155,,Private,Micro,2,Manufacturing,Textile and Apparel
1580,1581,Central zone,Dodoma,Chamwino ,Buigiri,ROWDENI R. AMANYISYE,107,AZIMIO,2010.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1581,1582,Central zone,Dodoma,Kondoa ,Kondoa Mjini,RUKENSIA SHAYO,,MNARAINI,2004.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",785521322,,Private,Micro,2,Manufacturing,Textile and Apparel
1582,1583,Central zone,Dodoma,Chamwino ,Chilonwa,RUKIA KISARAZO,,MWINYI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784896640,,Private,Micro,2,Manufacturing,Agro-Processing
1583,1584,Central zone,Dodoma,Chamwino ,Chilonwa,RUKIA KISAZARO,,MWINYI,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,784896640,,Private,Micro,2,Manufacturing,Agro-Processing
1584,1585,Central zone,Dodoma,Chemba ,Dalai,RUKIA RAMADHANI,82,UWOMBA,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1585,1586,Central zone,Dodoma,Dodoma Mjini,Uhuru,RUKIA SALEHE,,MWANGAZA,2007.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
1586,1587,Central zone,Dodoma,Dodoma Mjini,Zuzu,S&Y GOURMENT MEAT PRODUCTS CO. LTD,,ZUZU,2015.0,1010,Processing and preserving of meat,88110,Meat processing services,,,Private,Large,100,Manufacturing,Meat and Meat Products
1587,1588,Central zone,Dodoma,Dodoma Mjini,Zuzu,S&Y WOOD PRODUCTS CO LTD,,ZUZU,2015.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",,,Private,Large,100,Manufacturing,Wood and Woods Products
1588,1589,Central zone,Dodoma,Chemba ,Kwamtoro,SAADATH ALLY HASHIM,330,MNADANI,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1589,1590,Central zone,Dodoma,Dodoma Mjini,Msalato,SABURI SHAMJI,209,CHISEWO,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784929409,,Private,Micro,2,Manufacturing,Agro-Processing
1590,1591,Central zone,Dodoma,Kongwa ,Zoissa,SADICK BAKARI,57,KINANGALI,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),783601254,,Private,Micro,2,Manufacturing,Agro-Processing
1591,1592,Central zone,Dodoma,Dodoma Mjini,Majengo,SADIK RAMADHANI ABED,,BAHI ROAD,2013.0,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",755907748,,Private,Small,5,Manufacturing,Wood and Woods Products
1592,1593,Central zone,Dodoma,Kongwa ,Mkoka,SADIKI BAKARI,77,KAMBARAGE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),783184938,,Private,Micro,2,Manufacturing,Agro-Processing
1593,1594,Central zone,Dodoma,Mpwapwa ,Luhundwa,SAFARI ALLY PONDAMALI,12,KIZILANZALA A,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),684837574,,Private,Micro,2,Manufacturing,Agro-Processing
1594,1595,Central zone,Dodoma,Kongwa ,Mlali,SAFARI CHIZUA,37,MIEMBENI,2009.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",758206376,,Private,Micro,2,Manufacturing,Wood and Woods Products
1595,1596,Central zone,Dodoma,Kondoa ,Pahi,SAFARI HAMAD KIYOMBO MILLS,,IKOVA,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,753188191,,Private,Micro,2,Manufacturing,Agro-Processing
1596,1597,Central zone,Dodoma,Dodoma Mjini,Miyuji,SAFINA SUPER SEMBE,,MAILI MBILI,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),755055674,,Private,Small,5,Manufacturing,Agro-Processing
1597,1598,Central zone,Dodoma,Dodoma Mjini,Viwandani,SAID ABDULMAJIO GEYASH,1151,BARUTI,1994.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),786296086,,Private,Micro,2,Manufacturing,Agro-Processing
1598,1599,Central zone,Dodoma,Kondoa ,Kondoa Mjini,SAID HAWEJ SAID,,MIKOROSHINI,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,786780028,,Private,Micro,2,Manufacturing,Agro-Processing
1599,1600,Central zone,Dodoma,Dodoma Mjini,Majengo,SAID HUSEIN LIKONDO,3645,BAHI ROAD,1999.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),715599388,,Private,Micro,2,Manufacturing,Agro-Processing
1600,1601,Central zone,Dodoma,Dodoma Mjini,Hombolo,SAID HUSSEN LUKINDO,,,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754599388,,Private,Micro,2,Manufacturing,Agro-Processing
1601,1602,Central zone,Dodoma,Chemba ,Paranga,SAID IDD GONGO,830,OFISI MAGHARIBI,2014.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1602,1603,Central zone,Dodoma,Dodoma Mjini,Uhuru,SAID ISSAH MBWAMBO,1136,BR 8,2009.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1603,1604,Central zone,Dodoma,Mpwapwa ,Luhundwa,SAID JACKOB CHISIMILO,,GALANI 'A',1996.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1604,1605,Central zone,Dodoma,Chemba ,Songoro,SAID KHAMIS,,KINDO,2008.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
1605,1606,Central zone,Dodoma,Dodoma Mjini,Hombolo,SAID LUKINDO,301,BWAWANI,2007.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754599388,,Private,Micro,2,Manufacturing,Agro-Processing
1606,1607,Central zone,Dodoma,Chamwino ,Mvumi Mission,SAID LUKINDO MILLING MACHINE,23,MALEGELA A,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),715599388,,Private,Micro,2,Manufacturing,Agro-Processing
1607,1608,Central zone,Dodoma,Bahi ,Mundemu,SAID LUKINDO MILLS,,SEKONDARI,2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1608,1609,Central zone,Dodoma,Dodoma Mjini,Miyuji,SAID MBUMA,,MATHIAS,2007.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1609,1610,Central zone,Dodoma,Mpwapwa ,Kingiti,SAID MDETA,12,ITUMBI,2001.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787710531,,Private,Micro,2,Manufacturing,Agro-Processing
1610,1611,Central zone,Dodoma,Dodoma Mjini,Ipagala,SAID MKINA,,SWASAWA,2006.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),756618587,,Private,Micro,2,Manufacturing,Agro-Processing
1611,1612,Central zone,Dodoma,Chemba ,Paranga,SAID MOHAMED,260,OFISI MAGHARIBI,2012.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1612,1613,Central zone,Dodoma,Chamwino ,Buigiri,SAID MOSHI KAISI(KS MOSHI GENERAL TRADER),1126,UKOMBOZI,2003.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1613,1614,Central zone,Dodoma,Kondoa ,Chemchem,SAID MWINYI,,UBEMBENI,2007.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1614,1615,Central zone,Dodoma,Chemba ,Dalai,SAID RAMADHANI NDWATA,88,RUVAI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1615,1616,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,SAID RAMADHANI SAID,,HAMVU,2013.0,1071,Manufacture of bakery products,23410,"Crispbread; rusks, toasted bread and similar toasted products",717300280,,Private,Micro,2,Manufacturing,Agro-Processing
1616,1617,Central zone,Dodoma,Chemba ,Chandama,SAID RASHID MWALIKO,,MADUKANI,2000.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1617,1618,Central zone,Dodoma,Kongwa ,Hogoro,SAID SALEHE,43,IKULU,2013.0,1079,Manufacture of other food products n.e.c.,21175,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",,,Private,Micro,2,Manufacturing,Agro-Processing
1618,1619,Central zone,Dodoma,Mpwapwa ,Chipogoro,SAID TWALIB MSUYA,23,JAMHURI,2009.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
1619,1620,Central zone,Dodoma,Dodoma Mjini,Majengo,SAID WELDING ALUMINIUM WORKS,,BAHI ROAD,2012.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
1620,1621,Central zone,Dodoma,Kongwa ,Zoissa,SAID YUSUF,57,PINGALAME,2007.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),766423770,,Private,Micro,2,Manufacturing,Agro-Processing
1621,1622,Central zone,Dodoma,Kongwa ,Kibaigwa,SAID YUSUPH SAID OIL MILL,,MPAKANI,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,764299033,,Private,Micro,2,Manufacturing,Agro-Processing
1622,1623,Central zone,Dodoma,Chemba ,Mrijo,SAIDI BAKARI KIBINDA,830,POLISI,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
1623,1624,Central zone,Dodoma,Chamwino ,Haneti,SAIDI RAMADHANI (MZEE MUHINDI),,MJI MPYA,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1624,1625,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,SAIMON ABEL KUWA,122,MJINI KATI,1998.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784341156,,Private,Micro,2,Manufacturing,Agro-Processing
1625,1626,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,SAIMON ELISHA SENYAGWA,,UHINDIN,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",712430973,,Private,Micro,2,Manufacturing,Textile and Apparel
1626,1627,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,SAIMON IVESTMENT MILLING MACHINE,72,MWANAKIANGA,2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
1627,1628,Central zone,Dodoma,Dodoma Mjini,Hombolo,SAIMON MANYEREZI,,BWAWANI A,2006.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787679128,,Private,Micro,2,Manufacturing,Agro-Processing
1628,1629,Central zone,Dodoma,Kongwa ,Zoissa,SAINYANGWA MGAYA,57,KINANGALI,2000.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),789123736,,Private,Micro,2,Manufacturing,Agro-Processing
1629,1630,Central zone,Dodoma,Kondoa ,Kondoa Mjini,SAJIDA MASUD,,MNARANI,2010.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",783334991,,Private,Micro,2,Manufacturing,Textile and Apparel
1630,1631,Central zone,Dodoma,Mpwapwa ,Luhundwa,SAJILO JOHNASI,12,MTUGUTU,2008.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784153486,,Private,Micro,2,Manufacturing,Agro-Processing
